name,type,lat,lon,cuisine,source
Zwarma,fast_food,12.9674242,77.636501,,OSM
Cafe Muziris,cafe,12.9688696,77.6358915,,OSM
Barbeque Nation,restaurant,13.0983856,77.5732747,barbecue,OSM
KFC,fast_food,13.0984363,77.5734192,chicken,OSM
Subway,fast_food,13.0984813,77.573668,sandwich,OSM
Sri Balaji Restaurant,restaurant,12.9841434,77.7490802,,OSM
Lucky Chan,restaurant,13.0519109,77.5942844,sushi,OSM
Maffei Kitchen,restaurant,12.9351187,77.6226367,mediterranean,OSM
DYCE,restaurant,12.9235862,77.5814567,,OSM
Alchemy Coffee Roasters,cafe,12.9232698,77.5810327,indian,OSM
Chianti,restaurant,13.0553339,77.5940306,italian,OSM
Roxie,restaurant,12.9152962,77.6657814,,OSM
Fia's Lounge,restaurant,12.9658405,77.6028092,parsi,OSM
The Filter Coffee,restaurant,12.9716853,77.6470488,regional,OSM
The Filter Coffee,restaurant,13.0177551,77.6429169,regional,OSM
Nagarjuna,restaurant,12.9047312,77.6014844,indian,OSM
Empire,restaurant,12.8913045,77.5986655,indian,OSM
La Pino's Pizza,restaurant,12.9045574,77.704281,pizza,OSM
Bahuka,restaurant,12.9639227,77.7132592,indian,OSM
Bengaluru Bites,restaurant,13.0005508,77.6762035,indian,OSM
New Udupi Delicacy,restaurant,12.9800429,77.7270481,,OSM
Orzuv,restaurant,12.962909,77.7477379,kashmiri,OSM
Kundana,restaurant,12.9597192,77.7029037,,OSM
Farmhouse Social,restaurant,13.0510256,77.7487476,,OSM
Amdo's Corner,restaurant,12.958211,77.6152351,tibetan,OSM
Smoke House Deli,restaurant,12.9896504,77.7281857,italian,OSM
Dunk'd,cafe,12.9014685,77.6504016,,OSM
Dunk'd,cafe,12.9683018,77.651787,,OSM
Yauatcha,restaurant,12.9732928,77.6203649,cantonese,OSM
IDC,fast_food,12.9642935,77.6399182,regional,OSM
Terra Bites,restaurant,12.9342717,77.6167694,,OSM
Malgudi Mylari Mane,restaurant,12.9374388,77.6176518,regional,OSM
Panditji - Ras Bana Rahe,restaurant,12.9721558,77.6421739,regional,OSM
154 Breakfast Club,restaurant,12.933281,77.6270744,american,OSM
IDC,fast_food,12.9337097,77.6156616,regional,OSM
Sendhoor Coffee,restaurant,12.9370153,77.6202241,regional,OSM
The Tea Toast Co.,cafe,12.9333868,77.6223524,,OSM
Domino's,fast_food,13.0568676,77.6328814,regional,OSM
Thalassery Restaurant,restaurant,13.0641051,77.6491168,regional,OSM
Athutheeram,restaurant,13.0651607,77.6458982,regional,OSM
New Krishna Sagar,restaurant,13.067908,77.6324992,regional,OSM
KFC,fast_food,13.0678283,77.6303883,chicken,OSM
Pinch of Pepper,restaurant,13.0679158,77.6299082,regional,OSM
Suruchi Veg,restaurant,13.068829,77.6275063,regional,OSM
Domino's,fast_food,13.0725691,77.6024289,pizza,OSM
O'ver Coffee,cafe,12.974959,77.599563,,OSM
Pizzaa Chef,fast_food,13.0249501,77.6400286,pizza,OSM
Megdooth Biryanis,restaurant,13.0221327,77.6472405,,OSM
Nimma Local,cafe,13.0219409,77.6477666,,OSM
Kailash Parabat,restaurant,13.0241762,77.6397077,,OSM
Food Heaven,restaurant,13.0239384,77.6399604,,OSM
Chaayos,cafe,13.0218548,77.6396997,tea,OSM
Third Wave Coffee,cafe,13.0218029,77.639821,coffee_shop,OSM
The Pizza Bakery,restaurant,13.0230512,77.6394769,pizza,OSM
Bamboos,restaurant,13.0229883,77.6394968,,OSM
The Coffee Room,cafe,13.0228447,77.6393593,,OSM
Chaayos,cafe,12.9814845,77.6963328,tea,OSM
Chupa Rustam,restaurant,12.9694276,77.683007,indian,OSM
Bahuka,restaurant,12.9759941,77.726773,,OSM
Kaati Rolls,fast_food,12.988439,77.534555,,OSM
Sirimane,restaurant,12.9884468,77.5346227,multicuisine,OSM
Taste of Coast,restaurant,13.0362055,77.5747083,chinese;indian,OSM
Sri Ganesh Darshini,fast_food,13.030552,77.5777929,,OSM
Karims,restaurant,12.9721868,77.6008731,,OSM
MAP Cafe,cafe,12.9746415,77.5967427,,OSM
The Liquid Fruit,fast_food,12.9630052,77.7131416,juice,OSM
Belgian Waffles,fast_food,12.9641632,77.7143291,,OSM
Varalakshmi Tiffins,restaurant,12.9641246,77.7140716,,OSM
The Taste Of Rajasthan,fast_food,12.9653713,77.7142497,,OSM
Jawari Roti Mane,fast_food,12.9592212,77.7182084,,OSM
La Bonita Confiteria,cafe,12.9870949,77.5957107,,OSM
Rasotsav,restaurant,12.8877982,77.5627778,,OSM
The Kind Roastery and Brewroom,cafe,12.9105942,77.5896147,coffee_shop,OSM
Magnolia Bakery,cafe,12.8886906,77.5634793,,OSM
Glen's Bakehouse,cafe,13.0227055,77.6435679,,OSM
Chitra Hotel,food_court,13.0685272,77.5783963,,OSM
Taco Bell,fast_food,12.9976424,77.6964763,tex-mex,OSM
Subway,fast_food,12.9977308,77.6968948,sandwich,OSM
Gopizza,fast_food,12.9977909,77.6968282,pizza,OSM
Mad Over Donuts,fast_food,12.9974899,77.6967744,donut,OSM
Third Wave Coffee Roasters,cafe,12.9971943,77.6968291,coffee_shop,OSM
Blue Tokai Coffee Roasters,cafe,12.9960944,77.6953909,coffee_shop,OSM
Orbis Restaurant,restaurant,12.9582606,77.7467035,,OSM
Flavours,fast_food,12.9610719,77.7198011,,OSM
Empire,restaurant,12.9601121,77.7161352,indian,OSM
Bombay Kulfi and Rabdi,fast_food,12.9172445,77.5859816,,OSM
Dindigul Thalappakatti,restaurant,12.9168615,77.5856531,regional,OSM
ARLO'S,fast_food,12.9195863,77.6508924,burger,OSM
Starbucks,cafe,12.9871562,77.736278,coffee_shop,OSM
Burger King,fast_food,12.9871841,77.736697,burger,OSM
McDonald's,fast_food,12.9871722,77.7359041,burger,OSM
Hard Rock Cafe,restaurant,12.9869481,77.7360774,american,OSM
Öz by Kebapçi,restaurant,12.9716094,77.5960305,turkish,OSM
Pan Platters,restaurant,12.859147,77.5421747,,OSM
Bangarpet Chats,fast_food,12.8919852,77.5802555,,OSM
SLV Food Joint,fast_food,13.024185,77.6334554,,OSM
Chai Stories,cafe,12.9556428,77.7154894,,OSM
Cariappa Curry Company,restaurant,13.0045271,77.5533373,regional,OSM
Venkatam Cafe,fast_food,13.0439675,77.6010563,,OSM
Klava,cafe,12.9727456,77.6067858,turkish,OSM
Amiel Gourmet,restaurant,13.0601937,77.5813253,french,OSM
ner.lu,cafe,12.96343,77.6410807,,OSM
Pasta Street,restaurant,12.9328588,77.6309864,pasta,OSM
bub lee,cafe,13.0333141,77.568959,,OSM
My La Pure,restaurant,13.0057338,77.5788406,,OSM
Hebbal Social,restaurant,13.055451,77.5940239,american,OSM
Gopizza,fast_food,13.084032,77.6439562,pizza,OSM
Gopizza,fast_food,12.9702072,77.6100129,pizza,OSM
Gopizza,fast_food,13.0117759,77.555379,pizza,OSM
Subway,fast_food,12.9403965,77.5254154,sandwich,OSM
Burger King,fast_food,12.9401822,77.5253256,burger,OSM
Pizza Hut,restaurant,12.9402744,77.5253631,pizza,OSM
Retro chinese cuisine,restaurant,12.9535497,77.652907,chinese;japanese;asian,OSM
Mayura Grand,restaurant,12.9652018,77.7181153,,OSM
Akshatha Nati Style,restaurant,12.9651352,77.7181073,,OSM
Hindustan Petroleum,restaurant,13.1296016,77.5718933,,OSM
Chatkaara,fast_food,13.1284262,77.5725129,,OSM
Indira Canteen,fast_food,12.9958745,77.6213506,south_indian,OSM
Urban Solace,cafe,12.9850531,77.6182955,american,OSM
Koriken,fast_food,13.00174,77.6236628,korean,OSM
Gopizza,fast_food,12.8883669,77.5637072,pizza,OSM
Punjab Grill,restaurant,12.8882388,77.5634819,,OSM
You Mee,restaurant,12.8880845,77.5633371,japanese,OSM
Rangoli Kitchen,restaurant,13.0663665,77.6114036,regional,OSM
Unknown,fast_food,13.0014092,77.6236049,juice,OSM
Shambhu's Cafe,cafe,12.9727798,77.6408925,,OSM
Cafe Hug,cafe,13.0050579,77.623362,,OSM
Five Star Chicken,fast_food,13.0039947,77.6229271,chicken,OSM
Olive Cafe,cafe,13.0036865,77.6225968,,OSM
Onesta,fast_food,12.9857353,77.6941481,pizza,OSM
Chaayos,cafe,12.9858369,77.6939845,tea,OSM
Conçu,cafe,12.9698139,77.6379119,,OSM
Nomad Pizza,restaurant,12.9704318,77.6434584,pizza,OSM
Sai Sogadu,restaurant,13.0002965,77.5500266,regional,OSM
Canopy Restaurant,restaurant,12.9744578,77.6099425,regional,OSM
Biggies Burger,fast_food,12.9757164,77.6028842,burger,OSM
Daily Sushi,restaurant,12.9759634,77.6026133,asian,OSM
The Caffeine Baar,cafe,12.9757608,77.6024073,coffee_shop,OSM
Suryawanshi,restaurant,12.975504,77.6019172,regional,OSM
Paragon,restaurant,12.9752499,77.6023564,regional,OSM
Cafe A Paris,restaurant,12.9378285,77.6177291,,OSM
Tea Time,cafe,12.9996279,77.488847,tea_shop;coffee_shop;pizza;burger;sandwich;veg_rolls,OSM
Chez Kina,cafe,13.0048779,77.6171409,,OSM
Chulha Chauki da Dhaba,restaurant,12.9100045,77.6856324,,OSM
Chili's,restaurant,12.9817102,77.5636162,tex-mex,OSM
Biryani Blues,restaurant,12.9139024,77.6383224,,OSM
Beanlore,cafe,12.9123548,77.6417639,coffee_shop,OSM
Taco Bell,fast_food,12.9123847,77.6413723,tex-mex,OSM
Starbucks,cafe,12.9886447,77.5940005,coffee_shop,OSM
Chaayos,cafe,12.9885799,77.594038,tea,OSM
Cafe Coffee Day,cafe,13.0159517,77.5622687,coffee_shop,OSM
Glen's Bakehouse,cafe,12.9120817,77.6482942,,OSM
Fresh Cane Juice,fast_food,12.9053754,77.64933,juice,OSM
Sai Ram Hot Chips,fast_food,12.9139796,77.649146,,OSM
Kolkata Famous Kati Roll,restaurant,12.9136695,77.6516824,,OSM
HSR Fresh Cane Juice,fast_food,12.9122001,77.6489032,juice,OSM
Sri Balaji Sweets,restaurant,12.9134457,77.6519727,,OSM
Nagashree Juice,fast_food,12.9137655,77.6489844,juice,OSM
Shree Muthahalli Veg,restaurant,12.9148413,77.6446256,indian,OSM
Suku,restaurant,12.9038504,77.6490166,sushi,OSM
Chef Pillai,restaurant,12.9706973,77.6071349,regional,OSM
Red Box,restaurant,12.9564551,77.709996,,OSM
Tirupathi Bhimas,restaurant,12.9564788,77.7100837,indian,OSM
Narmada,restaurant,12.948416,77.6995832,,OSM
Dindigul Thalappakatti,restaurant,12.9481479,77.6994712,,OSM
Gismat Jail Mandi,restaurant,12.9480099,77.6994392,,OSM
The Doner Company,restaurant,12.9346233,77.62302,,OSM
De Shack,restaurant,12.9345149,77.6232464,,OSM
Shyamji's Chole Bature,restaurant,12.9354458,77.6212553,,OSM
Chaska Bun,restaurant,12.9358867,77.6214265,,OSM
Fresh Pressery,cafe,12.9356285,77.6210394,,OSM
Churoland,restaurant,12.9337599,77.6188292,,OSM
The Chatpata Affair,fast_food,12.9338788,77.6175708,,OSM
Jalandhar Sweets,cafe,12.9341198,77.6169953,,OSM
Marcopolo,restaurant,12.9340007,77.6155974,,OSM
La Pino'z Pizza,fast_food,13.0061245,77.5647023,pizza,OSM
PizzaExpress,restaurant,12.9337796,77.6214948,pizza,OSM
Fermentation Stories,fast_food,12.9334333,77.6216543,pizza,OSM
Cafe Lazy Lad,cafe,13.0002181,77.6257065,,OSM
Big Guys: Wings & More,fast_food,12.995212,77.6141958,burger;wings;chicken,OSM
Green Onion,restaurant,12.994573,77.6156616,chinese,OSM
Shankar Bhel House,fast_food,12.9949755,77.6162276,regional,OSM
Kim Lee Restaurant,restaurant,12.9847002,77.5536101,,OSM
Sicilia Point,restaurant,12.9857652,77.55176,,OSM
Brahmin's,fast_food,12.9695839,77.6063302,regional,OSM
Cumulus,restaurant,12.9744846,77.5967949,,OSM
The Fry Shack,fast_food,12.9652669,77.7136731,,OSM
Flechazo,restaurant,12.9744148,77.6973898,mediterranean,OSM
Gowdru Rajanna Hotel,restaurant,12.9774464,77.6965554,,OSM
Tea Villa Cafe Jayanagar,cafe,12.9275794,77.5808948,,OSM
Macaw by Stories,restaurant,12.8844763,77.643342,,OSM
Nomad Pizza,restaurant,13.0299497,77.5784688,pizza,OSM
Papa Pho,restaurant,13.0345161,77.5680296,asian,OSM
Glen's Bakehouse,cafe,13.0627726,77.5872356,,OSM
Glen's Bakehouse,cafe,12.9899954,77.5372124,,OSM
Glen's Bakehouse,cafe,13.0223754,77.643519,,OSM
Glen's Bakehouse,cafe,12.8858555,77.5964691,,OSM
Glen's Bakehouse,cafe,12.937942,77.6262087,,OSM
Glen's Bakehouse,cafe,12.9174347,77.5834483,,OSM
Durga shree Samruddhi Grand,restaurant,13.0356097,77.6096075,indian,OSM
Mad Eats,fast_food,13.0272269,77.6066805,,OSM
Sri Udupi Grand,restaurant,13.0219401,77.6026255,,OSM
Chintu Chit Chat Centre Bangarapet Pani Puri,fast_food,13.026009,77.6016293,,OSM
Cafe Coffee Day,cafe,13.0282096,77.5863039,coffee_shop,OSM
The World Cafe,cafe,13.0120438,77.5564921,,OSM
Pishon Pizza,fast_food,12.9740116,77.6450935,pizza,OSM
The Big Barbeque,restaurant,12.9485747,77.6986371,barbecue,OSM
The Big Barbeque,restaurant,12.8391847,77.6507114,barbecue,OSM
The Big Barbeque,restaurant,12.8818799,77.5957811,barbecue,OSM
Haldiram's,fast_food,13.0554613,77.7635837,regional,OSM
KFC,fast_food,13.0011838,77.6325676,chicken,OSM
Hong Kong Chinese Restaurant,restaurant,12.9696889,77.6325273,chinese,OSM
Domino's,fast_food,12.9686442,77.6291495,pizza,OSM
Café coffee day,cafe,12.9755415,77.6412501,,OSM
The Delhi Ritual,restaurant,13.0023309,77.5526894,regional,OSM
Spettacolare,restaurant,12.9798186,77.6367736,italian,OSM
Sri Manjunatha Tiffin Centre,fast_food,13.0056129,77.6236747,,OSM
Inderjeet Layout,fast_food,13.0170032,77.6043782,regional,OSM
Indira Canteen,fast_food,13.0110602,77.6133335,regional,OSM
Kabab Souq,restaurant,12.9785893,77.6754889,shawarma;rolls;biriyani,OSM
Kannan Cafe,restaurant,12.9789613,77.6754519,south_indian;dosa;idly;regional,OSM
Kyba,restaurant,13.0600654,77.592715,,OSM
Subway,fast_food,12.9326464,77.6135955,sandwich,OSM
Spiceguard,restaurant,12.9326637,77.6139282,,OSM
Vyana World Cuisine,restaurant,12.9100271,77.5953771,,OSM
Taco Bell,fast_food,12.9141742,77.5995886,tex-mex,OSM
Unknown,fast_food,13.0046355,77.6268142,,OSM
Dose Mane,fast_food,13.008259,77.5549659,regional,OSM
Ayodhya aahar,restaurant,13.0271928,77.5767475,,OSM
Sri Ranganatha Military Hotel,restaurant,12.9578846,77.5694661,,OSM
Tiffin Services,fast_food,12.9511489,77.5652571,indian,OSM
2 Half Coffee,cafe,12.9581135,77.5684411,coffee_shop,OSM
Vasu Donne Biryani,restaurant,12.9589489,77.5683821,,OSM
Bharathi Refreshments,restaurant,12.9603952,77.5691466,,OSM
Haldiram's,fast_food,12.9480492,77.5697053,indian,OSM
Sri Sai Vasavi Tiffin Centre,fast_food,12.9571591,77.571976,regional,OSM
Udipi Aatithya,restaurant,12.9570712,77.5703413,regional,OSM
Sri Sai Cafe,restaurant,12.9588384,77.5660035,indian,OSM
Sri Venkateshwara Hot Chips,fast_food,12.9585492,77.5620042,,OSM
Bhavani Juice and Chats,fast_food,12.9587215,77.5621584,juice,OSM
Udupi Coffee Time,restaurant,12.9587166,77.5619858,indian,OSM
Cafe Coffee Day,cafe,13.0079648,77.5562786,coffee_shop,OSM
Cafe Noir,restaurant,13.011491,77.555324,french,OSM
Burger King,fast_food,13.0112846,77.5553159,burger,OSM
Chili's,restaurant,13.0111147,77.5553159,tex-mex,OSM
Khmer Kitchen,restaurant,12.9065319,77.5866397,asian,OSM
Chat Bandi,restaurant,12.9219032,77.5849758,,OSM
Eat First,restaurant,12.9216145,77.5846609,,OSM
Kapoor's Chaat Bhandaar,fast_food,12.9608263,77.7161067,,OSM
Indoori Junction,fast_food,12.960682,77.7155172,,OSM
Namma MTR,restaurant,13.0011015,77.5718209,,OSM
Basaveshwara Khanavali,restaurant,12.9993936,77.5722501,,OSM
Paakashaala,restaurant,13.0055391,77.5713515,indian,OSM
PizzaExpress,restaurant,13.0109277,77.5553082,pizza,OSM
Brahmins thindis,fast_food,13.0349878,77.575524,indian,OSM
Check Post,restaurant,12.9107075,77.5992431,indian;seafood,OSM
Danapani,restaurant,12.8872931,77.5821444,,OSM
Shades of Coffee,cafe,12.9094275,77.6393304,coffee_shop,OSM
Barbeque Nation,restaurant,13.0552622,77.5941685,barbecue,OSM
Puliyogre Point,restaurant,12.9588803,77.7196135,,OSM
Mani's Dum Biryani,restaurant,13.058685,77.5924599,,OSM
Malwan Tadka,restaurant,13.0586149,77.5926095,,OSM
By2Coffee,fast_food,12.9983957,77.5695335,indian,OSM
Thenga Manga,restaurant,12.9706241,77.6072636,regional,OSM
Starbucks,cafe,12.972545,77.6073523,coffee_shop,OSM
Boba Tree,cafe,12.9857351,77.5877616,,OSM
Misu,restaurant,12.9856786,77.587802,asian,OSM
Sri Raghavendra Upachara,fast_food,12.9938464,77.5735818,regional,OSM
Qube Cafe,cafe,12.9748074,77.6062759,,OSM
Subway,fast_food,12.9754322,77.6022518,sandwich,OSM
The Doner Company,fast_food,12.9754546,77.6021473,turkish,OSM
Rolls Mania,fast_food,12.9754747,77.602054,,OSM
The Crepe Cafe,fast_food,12.9754905,77.6019804,crepe,OSM
Teju Fry'd,fast_food,12.975444,77.6021969,,OSM
Tadka Singh,restaurant,12.9754649,77.6020993,punjabi,OSM
Shenzhen Kitchen,restaurant,12.9754819,77.6020203,chinese,OSM
Roomali,restaurant,12.975208,77.6031826,persian,OSM
Biryani by kilo,restaurant,12.9772183,77.724899,,OSM
Essotto,restaurant,12.9769205,77.7261425,,OSM
Brik Oven,restaurant,12.9772525,77.7249005,pizza,OSM
Oye Lassi,fast_food,12.9445615,77.5680082,juice,OSM
Iyengars Inn,restaurant,12.944634,77.5680511,south_indian,OSM
Subway,fast_food,12.944719,77.5680591,sandwich,OSM
Juice Junction,cafe,12.9433205,77.5677668,,OSM
Lalbagh Grand,restaurant,12.9475467,77.5797314,indian,OSM
Ladoos,fast_food,12.9514073,77.7155749,indian,OSM
Bandipura Donne Biriyaani,restaurant,13.014037,77.6423838,,OSM
Donne Biriyani Aramane,restaurant,13.0629587,77.5919622,,OSM
Mojo Pizza,fast_food,13.0629032,77.5919506,pizza,OSM
Box8,restaurant,13.0628837,77.5920111,,OSM
Sangeetha Restaurant,fast_food,13.0632511,77.5910266,,OSM
Sree Ganesha Fruits,fast_food,13.0635219,77.5904076,juice,OSM
McDonald's,fast_food,13.0636455,77.5895433,burger,OSM
Bangarpet Chats,fast_food,13.063619,77.5877547,,OSM
Sree Ganesh Fruit Juice Centre,fast_food,13.063619,77.5877168,juice,OSM
Lassi Shop,fast_food,13.0636267,77.5876478,juice,OSM
Restaurant 1179,restaurant,13.063843,77.5881151,,OSM
Pizza Hut,restaurant,13.0636761,77.5907629,pizza,OSM
Shiva's kabab corner,fast_food,13.0630734,77.5921547,kebab,OSM
hyderabad bawarchi Multi Cuisine Restaurant,restaurant,13.0630591,77.5922004,,OSM
Red Rhino,restaurant,13.0247887,77.7613431,international,OSM
Starbucks,cafe,13.024675,77.7613485,coffee_shop,OSM
Third Wave Coffee Roasters,cafe,13.0415009,77.6196219,coffee_shop,OSM
Toscano,restaurant,13.0415139,77.6194583,italian,OSM
K Block Cafeteria,food_court,12.928063,77.6923719,,OSM
D Block Cafeteria,food_court,12.9274655,77.6921904,,OSM
Napoli,cafe,12.912674,77.6524696,,OSM
Yes Sir,cafe,12.9131129,77.6536565,,OSM
Toping Twist,cafe,12.9130612,77.6536558,,OSM
Coffee Makers,cafe,12.9036184,77.6486952,snacks;tea;juice,OSM
Coffee Brewery,cafe,12.9258445,77.66963,coffee_shop,OSM
Hotel Gowdru,restaurant,12.9739972,77.6358989,,OSM
Sendhoor,restaurant,12.9517147,77.6993842,,OSM
Backyard Burgers and Grill,restaurant,12.9748436,77.6412512,,OSM
Domino's,fast_food,12.9129158,77.6322984,pizza,OSM
Atthemane Restaurants,restaurant,12.9139562,77.6322007,,OSM
Curries N Fries,restaurant,12.9144911,77.6329266,,OSM
Tawa Ghar Ka,restaurant,12.9152666,77.6321844,,OSM
Copper Kitchen,restaurant,12.9149523,77.6321974,,OSM
Lassi n Snacks,fast_food,12.9174466,77.6317974,juice,OSM
Slurp it Soup Store,fast_food,12.9179914,77.6319292,,OSM
Vijaya Lakshmi,restaurant,13.000978,77.5692398,,OSM
Absolute Barbeque,restaurant,12.9346348,77.6158725,,OSM
Star Briyani,restaurant,12.9346423,77.6159362,,OSM
Babai Tiffins HSR High Street,restaurant,12.912748,77.635114,,OSM
Quickbites,restaurant,12.9127939,77.6351149,,OSM
Mr. Shawarma & Miss Grills,restaurant,12.9127707,77.6351127,,OSM
Raghavendra Tiffins,restaurant,12.912755,77.6353859,,OSM
Teatings,cafe,12.9130125,77.6354074,,OSM
Aromas of Biryani,restaurant,12.9133576,77.635162,indian,OSM
Anands Kitchen,restaurant,12.9086561,77.6445904,,OSM
Juicy Fresh,fast_food,12.9127423,77.6353557,juice,OSM
Litti Chokha corner,fast_food,12.9128393,77.6353626,,OSM
Fruit Bae,restaurant,12.9108215,77.6379404,,OSM
Paakshala,restaurant,12.9670134,77.641294,,OSM
WoW China,fast_food,12.9801839,77.6464793,,OSM
McDonald's,fast_food,12.9158497,77.6102464,burger,OSM
Vijay Sagar Grand,restaurant,13.0139285,77.490114,,OSM
Sree Sagar Veg,restaurant,13.0141711,77.4935416,,OSM
Restaurant,restaurant,13.0142187,77.4929369,,OSM
Ssura,restaurant,12.9398026,77.625213,,OSM
Isobel,cafe,12.9395026,77.5846124,,OSM
Ferrara,restaurant,12.936282,77.6225938,italian,OSM
Coffeetales,cafe,12.9120591,77.6479631,,OSM
Blue Tokai Coffee Roasters,cafe,12.9223701,77.5845985,,OSM
Avocados and Brownies,cafe,12.935039,77.6161015,,OSM
ZEST,restaurant,12.9747264,77.5994101,,OSM
Light of Italy,restaurant,12.9160112,77.6511084,italian;mexican,OSM
The Verandah,restaurant,12.9291597,77.6273802,,OSM
Societe Rangoon,restaurant,12.9067066,77.5896865,burmese,OSM
Europa 360,restaurant,12.9502816,77.6989871,,OSM
Indira Canteen,fast_food,12.9364245,77.5349405,south_indian,OSM
Indira Canteen,fast_food,12.9794977,77.5167002,regional,OSM
Unknown,fast_food,12.9415978,77.5317487,,OSM
Nebula,cafe,13.011807,77.5569139,,OSM
Krishna Vaibhava,fast_food,12.916427,77.605636,,OSM
SLV Juice & Chats,fast_food,12.9165053,77.602323,,OSM
Neena's Steakhouse and Burgers,cafe,12.9165053,77.6020816,,OSM
Ambur Star Dum Biryani,fast_food,12.9166007,77.5963256,,OSM
Biryani Mane,restaurant,12.9166682,77.5930319,,OSM
Shakes n Bites,fast_food,12.9980764,77.5817987,,OSM
Shreeyas Bar and Restaurant,restaurant,13.0188266,77.5580652,,OSM
Vaishanavi Vaibhava,fast_food,12.9851158,77.6675168,,OSM
Shraddha Cafe,fast_food,12.9857293,77.644488,,OSM
Big Bang Pizza,restaurant,12.9946253,77.6150139,pizza,OSM
The Real Grill,fast_food,12.9953603,77.6143876,,OSM
Pooja Veg,fast_food,12.9955651,77.6140778,,OSM
La Pino'z Pizza,fast_food,12.997668,77.6100726,pizza,OSM
Domino's,fast_food,12.9543092,77.7175737,pizza,OSM
Costa,cafe,12.9806797,77.5635843,coffee_shop,OSM
Chai Point,cafe,12.9812823,77.5637362,coffee_shop,OSM
Qmin,cafe,12.9818723,77.5637939,,OSM
Brahmalingeshwara Juice & Condiments,fast_food,12.9144755,77.6121745,juice,OSM
Biggies Burger,fast_food,12.9137332,77.6058898,burger,OSM
Big Baadshaah,restaurant,12.9485693,77.6985592,,OSM
Roti Wala,restaurant,12.9136069,77.6040059,indian,OSM
Third Wave Coffee,cafe,12.9136855,77.6051806,,OSM
Sizzling Spices,restaurant,13.02338,77.7611383,american;asian;burger;indian,OSM
La Pino'z Pizza,restaurant,12.9137938,77.6090636,pizza,OSM
Juice & Sandwich Center,fast_food,12.9128391,77.610165,juice,OSM
Kullad Cafe,cafe,12.9126429,77.6099166,,OSM
Olive Street Food Cafe,cafe,12.9139319,77.6104393,,OSM
Southern Bhavan,fast_food,12.9774301,77.569436,,OSM
Food Track,restaurant,12.9773889,77.5694124,,OSM
Kimchi,restaurant,12.9061135,77.5934146,korean,OSM
Sattvam,restaurant,12.906084,77.586789,sattvic,OSM
Frozen Bottle,fast_food,12.9065473,77.5896937,shakes,OSM
Sahukar Chai,cafe,12.9065122,77.5904379,tea,OSM
SLV Refreshments,fast_food,12.9064635,77.5901354,regional,OSM
Jayanagara Donne Biryani,restaurant,12.9065647,77.5904576,,OSM
Peek-a-Boo,restaurant,12.9061295,77.5884337,,OSM
Yuki,restaurant,12.9060555,77.5898068,asian,OSM
154 Breakfast Club,restaurant,12.9065628,77.5925599,,OSM
Paris Panini,restaurant,12.9064935,77.5917984,sandwich,OSM
The Pizza Bakery,restaurant,12.9065116,77.5917977,pizza,OSM
Subway,fast_food,12.9811091,77.563085,sandwich,OSM
Pizza Hut,restaurant,12.9810019,77.5630863,pizza,OSM
Naga's,fast_food,12.9808974,77.5630943,,OSM
McDonald's,fast_food,12.9807915,77.5631037,burger,OSM
KFC,fast_food,12.980683,77.5631681,chicken,OSM
Domino's,fast_food,12.9806791,77.5632673,pizza,OSM
Taco Bell,fast_food,12.9806804,77.5633706,tex-mex,OSM
Punjab Grill,restaurant,12.9817167,77.5637005,north_indian,OSM
Popeyes,fast_food,12.9811313,77.5637347,chicken,OSM
My Affair with food,fast_food,12.9068979,77.6441698,,OSM
Welcome Upahara,fast_food,12.9149556,77.5949412,,OSM
Hoy Punjab,restaurant,12.9364799,77.6168107,,OSM
Biryani Blues,fast_food,12.9360921,77.6155067,,OSM
Babylonia,restaurant,12.9363255,77.6158017,,OSM
Murugan Cafe,cafe,12.9540945,77.5913153,,OSM
KFC,fast_food,12.9566336,77.5922681,chicken,OSM
Sri Vishnu Bhavan,restaurant,12.9550118,77.5925388,,OSM
Temple Meals,restaurant,12.9984291,77.5695374,,OSM
Millenials,restaurant,12.9070559,77.6003303,,OSM
Pizza Hut,restaurant,12.9060834,77.5953108,pizza,OSM
Wood and Brixx Pizza,restaurant,12.9059837,77.596215,pizza,OSM
PotFul,fast_food,12.9060271,77.5957624,biryani,OSM
Crumb Together,restaurant,12.9070463,77.6002896,,OSM
Saanvi Sagar,fast_food,12.9065152,77.5984826,,OSM
Coastrica Bar & Rest,fast_food,12.9554251,77.5800148,,OSM
Blue Tokai Coffee Roasters,cafe,12.906721,77.5992833,coffee_shop,OSM
Saiko,restaurant,12.9062801,77.597683,japanese,OSM
Puneri Katta,cafe,12.9134212,77.6083447,indian,OSM
Ambur Hot Dum Biryani,fast_food,12.9840471,77.7084168,,OSM
KFC,fast_food,12.9403206,77.5253838,chicken,OSM
MBA Chatwaala,fast_food,12.9404349,77.5254297,,OSM
Shivsagar Restaurant,fast_food,12.9402277,77.5253419,south_indian;indian,OSM
Wow! Momo,fast_food,12.9404593,77.5253435,momo,OSM
Charminar,fast_food,12.9403644,77.5253986,indian,OSM
Squeez juice bar,fast_food,12.9401567,77.5252131,juice,OSM
Jai Maruti 99 Variety Dosa,restaurant,12.8782186,77.6381148,,OSM
Dwarka Bhavan,restaurant,12.8773579,77.6389209,,OSM
Basil Bistro,restaurant,12.9155123,77.6489119,,OSM
Miss Misal,restaurant,12.9153968,77.6491631,,OSM
